instructions.started,instructions.stopped,key_resp_instr.keys,key_resp_instr.rt,key_resp_instr.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,start_set.started,start_set.stopped,key_resp_start_set.keys,key_resp_start_set.rt,key_resp_start_set.duration,study.started,study.stopped,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,list_id,theme,study_word,language,timer.started,timer.stopped,distractor.started,distractor.stopped,key_resp.keys,key_resp.rt,key_resp.duration,distractor_loop.thisRepN,distractor_loop.thisTrialN,distractor_loop.thisN,distractor_loop.thisIndex,distractor_loop.ran,problem,correct_resp,start_test.started,start_test.stopped,key_resp_start_test.keys,key_resp_start_test.rt,key_resp_start_test.duration,test.started,test.stopped,key_resp_test.keys,key_resp_test.corr,key_resp_test.rt,key_resp_test.duration,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,test_word,word_type,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,blocks_loop.ran,block_id,study_rows,test_rows,end.started,end.stopped
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,152.284,153.782,0,1,1,1,1,5,sweet,candy,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,153.784,155.282,0,2,2,2,1,5,sweet,sour,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,155.282,156.782,0,3,3,3,1,5,sweet,bitter,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,156.784,158.283,0,4,4,4,1,5,sweet,chocolate,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,158.289,159.782,0,5,5,5,1,5,sweet,taste,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,159.784,161.282,0,6,6,6,1,5,sweet,honey,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,161.284,162.783,0,7,7,7,1,5,sweet,cake,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,162.785,164.282,0,8,8,8,1,5,sweet,cookie,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,164.284,165.782,0,9,9,9,1,5,sweet,dessert,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,165.784,167.282,0,10,10,10,1,5,sweet,pie,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,167.284,168.782,0,11,11,11,1,5,sweet,waffle,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,,,,,168.782,168.782,168.872,171.274,left,2.392,,0,0,0,3,1,25 + 28 = 50,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,,,,,,,171.275,173.023,left,1.732,,0,1,1,24,1,40 - 22 = 19,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,,,,,,,173.024,174.607,left,1.572,,0,2,2,28,1,17 - 13 = -1,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,,,,,,,174.609,175.764,right,1.143,,0,3,3,16,1,44 + 5 = 49,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,,,,,,,175.765,177.549,left,1.772,,0,4,4,25,1,30 + 44 = 73,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,,,,,,,177.55,179.674,left,2.111,,0,5,5,29,1,13 + 14 = 26,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,,,,,,,179.675,182.399,left,2.711,,0,6,6,11,1,39 - 15 = 26,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,,,,,,,182.4,183.794,,,,0,7,7,19,1,11 + 10 = 21,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,5,,,EN,,,,,,,,,,,,,,right,183.794,186.081,space,2.275,,186.088,188.006,left,0,1.91,,0,0,0,1,1,honey,old,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,5,,,EN,,,,,,,,,,,,,,right,,,,,,188.009,188.757,right,1,0.735,,0,1,1,0,1,sugar,old,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,5,,,EN,,,,,,,,,,,,,,left,,,,,,188.758,189.815,left,1,1.047,,0,2,2,3,1,phone,distractor,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,5,,,EN,,,,,,,,,,,,,,left,,,,,,189.817,191.099,left,1,1.272,,0,3,3,2,1,pen,distractor,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,5,,,EN,,,,,,,,,,,,,,left,,,,,,191.101,191.882,left,1,0.772,,0,4,4,4,1,sweet,critical_lure,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,1,5,48:60,20:25,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,191.882,193.073,space,1.18,,193.089,194.574,0,0,0,0,1,2,tatlı,şeker,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,194.576,196.074,0,1,1,1,1,2,tatlı,çikolata,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,196.075,197.574,0,2,2,2,1,2,tatlı,pasta,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,197.576,199.073,0,3,3,3,1,2,tatlı,bal,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,199.076,200.574,0,4,4,4,1,2,tatlı,reçel,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,200.575,202.073,0,5,5,5,1,2,tatlı,kek,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2380228,001,2026-05-10_15h09.42.511,false_memory_experiment,2026.1.3,MacIntel,119.9040767,,,,,,202.076,203.573,0,6,6,6,1,2,tatlı,kurabiye,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
